city,latitude,longitude,population,country_code,c40,Population with at least some secondary education (% ages 25 and older),"Mean years of schooling, male (years)",Share of seats in parliament (% held by women),"Adolescent birth rate (births per 1,000 women ages 15-19)",Total population (millions),Sex ratio at birth (male to female births),"Remittances, inflows (% of GDP)","Foreign direct investment, net inflows (% of GDP)",Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Human Development Index (HDI),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Inequality in income (%),Official entrance age to primary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)","Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of repeaters in primary education, all grades, female (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Agricultural water withdrawal as % of total water withdrawal,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.1. Industrial Water Use Efficiency,SDG 6.4.2. Water Stress,Total internal renewable water resources per capita,country
Beledweyne,4.736000000000001,45.20399999999999,62945.0,SOM,False,52.958419764915135,9.367050605943438,24.316,100.085,15.443,1.03,6.238769657170208,3.95258819471756,-3.6532695249875617,59.132,84.21207713817299,0.5254037876070081,0.9690000000000001,17.977999999999998,-0.2628700922600012,6,90.47703827945759,64.4676247430168,64.62718867401273,0.9859196434587071,0.9661710167380512,94.99248518980801,104.70863701983622,20.3036755530579,136.7,45.98458585794909,8.136160064007614,3.9740375012566207,3.520353886468861,7.958894400769613,50.1799020227456,0.4,93.34569340718414,5.900000095367429,99.4845360825,0.0606428138,2.9,22.4353741497,49.3970316841,24.527740591999997,411.2637181297,Somalia
Jamaame,0.0722,42.7506,185270.0,SOM,False,52.958419764915135,9.367050605943438,24.316,100.085,15.443,1.03,6.238769657170208,3.95258819471756,-3.6532695249875617,59.132,84.21207713817299,0.5254037876070081,0.9690000000000001,17.977999999999998,-0.2628700922600012,6,90.47703827945759,64.4676247430168,64.62718867401273,0.9859196434587071,0.9661710167380512,94.99248518980801,104.70863701983622,20.3036755530579,136.7,45.98458585794909,8.136160064007614,3.9740375012566207,3.520353886468861,7.958894400769613,50.1799020227456,0.4,93.34569340718414,5.900000095367429,99.4845360825,0.0606428138,2.9,22.4353741497,49.3970316841,24.527740591999997,411.2637181297,Somalia
Jawhar,2.767,45.5166,111308.0,SOM,False,52.958419764915135,9.367050605943438,24.316,100.085,15.443,1.03,6.238769657170208,3.95258819471756,-3.6532695249875617,59.132,84.21207713817299,0.5254037876070081,0.9690000000000001,17.977999999999998,-0.2628700922600012,6,90.47703827945759,64.4676247430168,64.62718867401273,0.9859196434587071,0.9661710167380512,94.99248518980801,104.70863701983622,20.3036755530579,136.7,45.98458585794909,8.136160064007614,3.9740375012566207,3.520353886468861,7.958894400769613,50.1799020227456,0.4,93.34569340718414,5.900000095367429,99.4845360825,0.0606428138,2.9,22.4353741497,49.3970316841,24.527740591999997,411.2637181297,Somalia
Kismaayo,-0.3603,42.5489,73300.0,SOM,False,52.958419764915135,9.367050605943438,24.316,100.085,15.443,1.03,6.238769657170208,3.95258819471756,-3.6532695249875617,59.132,84.21207713817299,0.5254037876070081,0.9690000000000001,17.977999999999998,-0.2628700922600012,6,90.47703827945759,64.4676247430168,64.62718867401273,0.9859196434587071,0.9661710167380512,94.99248518980801,104.70863701983622,20.3036755530579,136.7,45.98458585794909,8.136160064007614,3.9740375012566207,3.520353886468861,7.958894400769613,50.1799020227456,0.4,93.34569340718414,5.900000095367429,99.4845360825,0.0606428138,2.9,22.4353741497,49.3970316841,24.527740591999997,411.2637181297,Somalia
Mogadishu,2.0408,45.3425,2120000.0,SOM,False,52.958419764915135,9.367050605943438,24.316,100.085,15.443,1.03,6.238769657170208,3.95258819471756,-3.6532695249875617,59.132,84.21207713817299,0.5254037876070081,0.9690000000000001,17.977999999999998,-0.2628700922600012,6,90.47703827945759,64.4676247430168,64.62718867401273,0.9859196434587071,0.9661710167380512,94.99248518980801,104.70863701983622,20.3036755530579,136.7,45.98458585794909,8.136160064007614,3.9740375012566207,3.520353886468861,7.958894400769613,50.1799020227456,0.4,93.34569340718414,5.900000095367429,99.4845360825,0.0606428138,2.9,22.4353741497,49.3970316841,24.527740591999997,411.2637181297,Somalia
Baku,40.3667,49.8352,2181800.0,AZE,False,95.641,10.933,16.807000000000002,55.838,10.048,1.13,2.654,3.13,2.74,75.455,86.044,0.7559999999999999,1.341,44.146,8.9,6,89.1903762817383,23.875789642334,23.717159271240202,0.9831799864768979,0.833602934633564,57.999902917720355,101.660186767578,49.022192099521504,32.0,1.85127997398376,6.44545984268188,0.14316000044345903,0.142700001597404,6.82085990905762,50.2364649252706,0.1,103.28021240234399,4.099999904632569,72.52613131380001,23.956312198800003,1.4,36.8611391492,8.121913449600001,56.4433649812,824.2494911288001,Azerbaijan
Balboa,8.9571,-79.5593,62882.0,PAN,False,72.204,9.966000000000001,21.127,81.828,4.246,1.05,0.87,9.084,-11.050999999999998,81.756,113.81819180205463,0.815,1.619,42.698,36.913000000000004,6,90.63940527403363,64.57680001247826,64.62810638550903,0.9849226348886514,1.0109231460039834,78.25217568973547,104.59439940678308,39.11675884055229,16.9,40.81072482776574,8.689193833398043,3.9497528181816035,3.5695760550304327,8.200294324392466,49.8590034835323,0.8,91.81716908339865,3.5999999046325697,36.8251609708,0.5118045237,0.9,0.8696089129000001,2668.8364756802,0.9010711098,33262.1581588835,Panama
David,8.4333,-82.4333,144858.0,PAN,False,72.204,9.966000000000001,21.127,81.828,4.246,1.05,0.87,9.084,-11.050999999999998,81.756,113.81819180205463,0.815,1.619,42.698,36.913000000000004,6,90.63940527403363,64.57680001247826,64.62810638550903,0.9849226348886514,1.0109231460039834,78.25217568973547,104.59439940678308,39.11675884055229,16.9,40.81072482776574,8.689193833398043,3.9497528181816035,3.5695760550304327,8.200294324392466,49.8590034835323,0.8,91.81716908339865,3.5999999046325697,36.8251609708,0.5118045237,0.9,0.8696089129000001,2668.8364756802,0.9010711098,33262.1581588835,Panama
La Chorrera,8.8792,-79.7822,68896.0,PAN,False,72.204,9.966000000000001,21.127,81.828,4.246,1.05,0.87,9.084,-11.050999999999998,81.756,113.81819180205463,0.815,1.619,42.698,36.913000000000004,6,90.63940527403363,64.57680001247826,64.62810638550903,0.9849226348886514,1.0109231460039834,78.25217568973547,104.59439940678308,39.11675884055229,16.9,40.81072482776574,8.689193833398043,3.9497528181816035,3.5695760550304327,8.200294324392466,49.8590034835323,0.8,91.81716908339865,3.5999999046325697,36.8251609708,0.5118045237,0.9,0.8696089129000001,2668.8364756802,0.9010711098,33262.1581588835,Panama
Pacora,9.08,-79.28,52494.0,PAN,False,72.204,9.966000000000001,21.127,81.828,4.246,1.05,0.87,9.084,-11.050999999999998,81.756,113.81819180205463,0.815,1.619,42.698,36.913000000000004,6,90.63940527403363,64.57680001247826,64.62810638550903,0.9849226348886514,1.0109231460039834,78.25217568973547,104.59439940678308,39.11675884055229,16.9,40.81072482776574,8.689193833398043,3.9497528181816035,3.5695760550304327,8.200294324392466,49.8590034835323,0.8,91.81716908339865,3.5999999046325697,36.8251609708,0.5118045237,0.9,0.8696089129000001,2668.8364756802,0.9010711098,33262.1581588835,Panama
Panama City,9.0,-79.5,880691.0,PAN,False,72.204,9.966000000000001,21.127,81.828,4.246,1.05,0.87,9.084,-11.050999999999998,81.756,113.81819180205463,0.815,1.619,42.698,36.913000000000004,6,90.63940527403363,64.57680001247826,64.62810638550903,0.9849226348886514,1.0109231460039834,78.25217568973547,104.59439940678308,39.11675884055229,16.9,40.81072482776574,8.689193833398043,3.9497528181816035,3.5695760550304327,8.200294324392466,49.8590034835323,0.8,91.81716908339865,3.5999999046325697,36.8251609708,0.5118045237,0.9,0.8696089129000001,2668.8364756802,0.9010711098,33262.1581588835,Panama
Santiago,8.1004,-80.9833,45955.0,PAN,False,72.204,9.966000000000001,21.127,81.828,4.246,1.05,0.87,9.084,-11.050999999999998,81.756,113.81819180205463,0.815,1.619,42.698,36.913000000000004,6,90.63940527403363,64.57680001247826,64.62810638550903,0.9849226348886514,1.0109231460039834,78.25217568973547,104.59439940678308,39.11675884055229,16.9,40.81072482776574,8.689193833398043,3.9497528181816035,3.5695760550304327,8.200294324392466,49.8590034835323,0.8,91.81716908339865,3.5999999046325697,36.8251609708,0.5118045237,0.9,0.8696089129000001,2668.8364756802,0.9010711098,33262.1581588835,Panama
Bamako,12.6458,-7.9922,2009109.0,MLI,False,13.100999999999999,2.992,9.524,169.127,19.658,1.05,5.907,3.791059263273129,-3.8691238658862317,60.085,57.18899999999999,0.434,1.195,43.053999999999995,16.564,7,48.166530609130895,4.05597019195557,3.94029998779297,0.9091399908065799,0.808480024337769,29.189710617065398,62.7796211242676,42.9985986890444,114.2,70.6386413574219,11.022890090942399,19.458599090576197,19.2340908050537,11.563469886779801,49.99033370500529,1.0,50.9138793945313,8.0,97.85962205940001,0.0771307366,1.3,4.3216666667000005,695.7732313277,8.0030864198,3241.0655975471996,Mali
Gao,16.2666,-0.05,116967.0,MLI,False,13.100999999999999,2.992,9.524,169.127,19.658,1.05,5.907,3.791059263273129,-3.8691238658862317,60.085,57.18899999999999,0.434,1.195,43.053999999999995,16.564,7,48.166530609130895,4.05597019195557,3.94029998779297,0.9091399908065799,0.808480024337769,29.189710617065398,62.7796211242676,42.9985986890444,114.2,70.6386413574219,11.022890090942399,19.458599090576197,19.2340908050537,11.563469886779801,49.99033370500529,1.0,50.9138793945313,8.0,97.85962205940001,0.0771307366,1.3,4.3216666667000005,695.7732313277,8.0030864198,3241.0655975471996,Mali
Kayes,14.45,-11.4167,77207.0,MLI,False,13.100999999999999,2.992,9.524,169.127,19.658,1.05,5.907,3.791059263273129,-3.8691238658862317,60.085,57.18899999999999,0.434,1.195,43.053999999999995,16.564,7,48.166530609130895,4.05597019195557,3.94029998779297,0.9091399908065799,0.808480024337769,29.189710617065398,62.7796211242676,42.9985986890444,114.2,70.6386413574219,11.022890090942399,19.458599090576197,19.2340908050537,11.563469886779801,49.99033370500529,1.0,50.9138793945313,8.0,97.85962205940001,0.0771307366,1.3,4.3216666667000005,695.7732313277,8.0030864198,3241.0655975471996,Mali
Koutiala,12.3904,-5.47,104927.0,MLI,False,13.100999999999999,2.992,9.524,169.127,19.658,1.05,5.907,3.791059263273129,-3.8691238658862317,60.085,57.18899999999999,0.434,1.195,43.053999999999995,16.564,7,48.166530609130895,4.05597019195557,3.94029998779297,0.9091399908065799,0.808480024337769,29.189710617065398,62.7796211242676,42.9985986890444,114.2,70.6386413574219,11.022890090942399,19.458599090576197,19.2340908050537,11.563469886779801,49.99033370500529,1.0,50.9138793945313,8.0,97.85962205940001,0.0771307366,1.3,4.3216666667000005,695.7732313277,8.0030864198,3241.0655975471996,Mali
Mopti,14.49,-4.18,108456.0,MLI,False,13.100999999999999,2.992,9.524,169.127,19.658,1.05,5.907,3.791059263273129,-3.8691238658862317,60.085,57.18899999999999,0.434,1.195,43.053999999999995,16.564,7,48.166530609130895,4.05597019195557,3.94029998779297,0.9091399908065799,0.808480024337769,29.189710617065398,62.7796211242676,42.9985986890444,114.2,70.6386413574219,11.022890090942399,19.458599090576197,19.2340908050537,11.563469886779801,49.99033370500529,1.0,50.9138793945313,8.0,97.85962205940001,0.0771307366,1.3,4.3216666667000005,695.7732313277,8.0030864198,3241.0655975471996,Mali
Sikasso,11.3167,-5.6667,213977.0,MLI,False,13.100999999999999,2.992,9.524,169.127,19.658,1.05,5.907,3.791059263273129,-3.8691238658862317,60.085,57.18899999999999,0.434,1.195,43.053999999999995,16.564,7,48.166530609130895,4.05597019195557,3.94029998779297,0.9091399908065799,0.808480024337769,29.189710617065398,62.7796211242676,42.9985986890444,114.2,70.6386413574219,11.022890090942399,19.458599090576197,19.2340908050537,11.563469886779801,49.99033370500529,1.0,50.9138793945313,8.0,97.85962205940001,0.0771307366,1.3,4.3216666667000005,695.7732313277,8.0030864198,3241.0655975471996,Mali
Bambari,5.7667,20.6833,41356.0,CAF,False,22.08,5.582000000000001,8.571,129.07399999999998,4.745,1.03,7.2546728822848925,3.8247551429179327,-3.8038643971322927,55.513999999999996,66.135,0.397,0.9440000000000001,37.675,49.2,6,90.801135044839,64.58855947450661,64.51244215332878,0.9822134159180376,0.9392593610040968,86.51204067903856,104.52646468269221,45.16301279831139,128.8,36.46148260331823,8.36378894373706,3.9547540788842546,3.6308025573569918,8.068784877975261,50.6769864211172,4.1,92.77845704140265,5.900000095367429,0.5517241379,16.5517241379,1.2,0.0514184397,37.163697477,0.33564814810000004,30678.6976479448,Central African Republic
Bangui,4.3732,18.5628,734350.0,CAF,False,22.08,5.582000000000001,8.571,129.07399999999998,4.745,1.03,7.2546728822848925,3.8247551429179327,-3.8038643971322927,55.513999999999996,66.135,0.397,0.9440000000000001,37.675,49.2,6,90.801135044839,64.58855947450661,64.51244215332878,0.9822134159180376,0.9392593610040968,86.51204067903856,104.52646468269221,45.16301279831139,128.8,36.46148260331823,8.36378894373706,3.9547540788842546,3.6308025573569918,8.068784877975261,50.6769864211172,4.1,92.77845704140265,5.900000095367429,0.5517241379,16.5517241379,1.2,0.0514184397,37.163697477,0.33564814810000004,30678.6976479448,Central African Republic
Bimbo,4.3313,18.5163,124176.0,CAF,False,22.08,5.582000000000001,8.571,129.07399999999998,4.745,1.03,7.2546728822848925,3.8247551429179327,-3.8038643971322927,55.513999999999996,66.135,0.397,0.9440000000000001,37.675,49.2,6,90.801135044839,64.58855947450661,64.51244215332878,0.9822134159180376,0.9392593610040968,86.51204067903856,104.52646468269221,45.16301279831139,128.8,36.46148260331823,8.36378894373706,3.9547540788842546,3.6308025573569918,8.068784877975261,50.6769864211172,4.1,92.77845704140265,5.900000095367429,0.5517241379,16.5517241379,1.2,0.0514184397,37.163697477,0.33564814810000004,30678.6976479448,Central African Republic
Bouar,5.95,15.6,40353.0,CAF,False,22.08,5.582000000000001,8.571,129.07399999999998,4.745,1.03,7.2546728822848925,3.8247551429179327,-3.8038643971322927,55.513999999999996,66.135,0.397,0.9440000000000001,37.675,49.2,6,90.801135044839,64.58855947450661,64.51244215332878,0.9822134159180376,0.9392593610040968,86.51204067903856,104.52646468269221,45.16301279831139,128.8,36.46148260331823,8.36378894373706,3.9547540788842546,3.6308025573569918,8.068784877975261,50.6769864211172,4.1,92.77845704140265,5.900000095367429,0.5517241379,16.5517241379,1.2,0.0514184397,37.163697477,0.33564814810000004,30678.6976479448,Central African Republic
Carnot,4.9333,15.8667,45421.0,CAF,False,22.08,5.582000000000001,8.571,129.07399999999998,4.745,1.03,7.2546728822848925,3.8247551429179327,-3.8038643971322927,55.513999999999996,66.135,0.397,0.9440000000000001,37.675,49.2,6,90.801135044839,64.58855947450661,64.51244215332878,0.9822134159180376,0.9392593610040968,86.51204067903856,104.52646468269221,45.16301279831139,128.8,36.46148260331823,8.36378894373706,3.9547540788842546,3.6308025573569918,8.068784877975261,50.6769864211172,4.1,92.77845704140265,5.900000095367429,0.5517241379,16.5517241379,1.2,0.0514184397,37.163697477,0.33564814810000004,30678.6976479448,Central African Republic
Bandar Seri Begawan,4.9167,114.9167,50000.0,BRN,False,70.203,9.166,9.091000000000001,10.272,0.433,1.06,-0.8472861790956268,2.7710000000000004,7.625,77.10600000000001,108.51,0.838,1.162,42.841,30.64888138213924,6,103.463272094727,71.9984817504883,71.2490768432617,1.00051999092102,1.0040899515152,92.7040176391602,107.90020751953101,42.567228763510705,10.0,77.09947204589841,3.34966993331909,0.158429995179176,0.0765699967741966,3.8542499542236297,48.4847178514463,-2.0196126055453547,103.177001953125,6.0,5.7608695652,-70.4347813697197,0.9,1.0823529412000001,550.6936579749141,3.4664657120999998,20024.8307901798,Brunei Darussalam
Kuala Belait,4.5833,114.1833,30267.0,BRN,False,70.203,9.166,9.091000000000001,10.272,0.433,1.06,-0.8472861790956268,2.7710000000000004,7.625,77.10600000000001,108.51,0.838,1.162,42.841,30.64888138213924,6,103.463272094727,71.9984817504883,71.2490768432617,1.00051999092102,1.0040899515152,92.7040176391602,107.90020751953101,42.567228763510705,10.0,77.09947204589841,3.34966993331909,0.158429995179176,0.0765699967741966,3.8542499542236297,48.4847178514463,-2.0196126055453547,103.177001953125,6.0,5.7608695652,-70.4347813697197,0.9,1.0823529412000001,550.6936579749141,3.4664657120999998,20024.8307901798,Brunei Darussalam
Seria,4.6142,114.3303,21082.0,BRN,False,70.203,9.166,9.091000000000001,10.272,0.433,1.06,-0.8472861790956268,2.7710000000000004,7.625,77.10600000000001,108.51,0.838,1.162,42.841,30.64888138213924,6,103.463272094727,71.9984817504883,71.2490768432617,1.00051999092102,1.0040899515152,92.7040176391602,107.90020751953101,42.567228763510705,10.0,77.09947204589841,3.34966993331909,0.158429995179176,0.0765699967741966,3.8542499542236297,48.4847178514463,-2.0196126055453547,103.177001953125,6.0,5.7608695652,-70.4347813697197,0.9,1.0823529412000001,550.6936579749141,3.4664657120999998,20024.8307901798,Brunei Darussalam
Bandung,-6.95,107.5667,2394873.0,IDN,False,50.913999999999994,8.578,17.391,47.373999999999995,270.626,1.05,1.042,2.1959999999999997,-3.737,73.967,37.303000000000004,0.718,0.9390000000000001,40.537,23.134,7,97.41635131835942,64.51523175990451,64.65225498279081,0.973209977149963,1.00378000736237,76.0364074707031,111.773712158203,37.091852974957206,27.3,38.491275620377344,3.37053990364075,1.6432299613952601,1.14938998222351,3.01011991500854,49.628950977679104,0.4,101.99700927734399,5.5,85.2067285018,4.1031284389,1.1,11.028632288099999,39.6456404805,29.6965452848,7627.7825597785995,Indonesia
Bekasi,-6.2333,107.0,2381053.0,IDN,False,50.913999999999994,8.578,17.391,47.373999999999995,270.626,1.05,1.042,2.1959999999999997,-3.737,73.967,37.303000000000004,0.718,0.9390000000000001,40.537,23.134,7,97.41635131835942,64.51523175990451,64.65225498279081,0.973209977149963,1.00378000736237,76.0364074707031,111.773712158203,37.091852974957206,27.3,38.491275620377344,3.37053990364075,1.6432299613952601,1.14938998222351,3.01011991500854,49.628950977679104,0.4,101.99700927734399,5.5,85.2067285018,4.1031284389,1.1,11.028632288099999,39.6456404805,29.6965452848,7627.7825597785995,Indonesia
Jakarta,-6.2146,106.8451,34540000.0,IDN,True,50.913999999999994,8.578,17.391,47.373999999999995,270.626,1.05,1.042,2.1959999999999997,-3.737,73.967,37.303000000000004,0.718,0.9390000000000001,40.537,23.134,7,97.41635131835942,64.51523175990451,64.65225498279081,0.973209977149963,1.00378000736237,76.0364074707031,111.773712158203,37.091852974957206,27.3,38.491275620377344,3.37053990364075,1.6432299613952601,1.14938998222351,3.01011991500854,49.628950977679104,0.4,101.99700927734399,5.5,85.2067285018,4.1031284389,1.1,11.028632288099999,39.6456404805,29.6965452848,7627.7825597785995,Indonesia
Medan,3.6667,98.6667,2210625.0,IDN,False,50.913999999999994,8.578,17.391,47.373999999999995,270.626,1.05,1.042,2.1959999999999997,-3.737,73.967,37.303000000000004,0.718,0.9390000000000001,40.537,23.134,7,97.41635131835942,64.51523175990451,64.65225498279081,0.973209977149963,1.00378000736237,76.0364074707031,111.773712158203,37.091852974957206,27.3,38.491275620377344,3.37053990364075,1.6432299613952601,1.14938998222351,3.01011991500854,49.628950977679104,0.4,101.99700927734399,5.5,85.2067285018,4.1031284389,1.1,11.028632288099999,39.6456404805,29.6965452848,7627.7825597785995,Indonesia
Surabaya,-7.2458,112.7378,4975000.0,IDN,False,50.913999999999994,8.578,17.391,47.373999999999995,270.626,1.05,1.042,2.1959999999999997,-3.737,73.967,37.303000000000004,0.718,0.9390000000000001,40.537,23.134,7,97.41635131835942,64.51523175990451,64.65225498279081,0.973209977149963,1.00378000736237,76.0364074707031,111.773712158203,37.091852974957206,27.3,38.491275620377344,3.37053990364075,1.6432299613952601,1.14938998222351,3.01011991500854,49.628950977679104,0.4,101.99700927734399,5.5,85.2067285018,4.1031284389,1.1,11.028632288099999,39.6456404805,29.6965452848,7627.7825597785995,Indonesia
Tangerang,-6.1783,106.6319,2237006.0,IDN,False,50.913999999999994,8.578,17.391,47.373999999999995,270.626,1.05,1.042,2.1959999999999997,-3.737,73.967,37.303000000000004,0.718,0.9390000000000001,40.537,23.134,7,97.41635131835942,64.51523175990451,64.65225498279081,0.973209977149963,1.00378000736237,76.0364074707031,111.773712158203,37.091852974957206,27.3,38.491275620377344,3.37053990364075,1.6432299613952601,1.14938998222351,3.01011991500854,49.628950977679104,0.4,101.99700927734399,5.5,85.2067285018,4.1031284389,1.1,11.028632288099999,39.6456404805,29.6965452848,7627.7825597785995,Indonesia
Banfora,10.6308,-4.7589,60288.0,BFA,False,8.884,2.256,13.386,104.329,20.320999999999998,1.05,3.0239999999999996,3.813830912276455,-3.8934337020192986,62.294,60.181999999999995,0.452,2.377,47.882,17.3,6,46.509449005127,4.14232015609741,4.14801979064941,0.957729995250702,0.919120013713837,13.4206600189209,100.813720703125,44.7018811420154,88.5,80.1206893920898,19.9072208404541,5.58869981765747,5.6380100250244105,20.235609054565398,50.20173803033529,0.9,61.6484985351563,4.099999904632569,51.4303178484,2.6528117359,1.5,6.0496296296,146.8388122144,7.8078393881,651.271171914,Burkina Faso
Bobo-Dioulasso,11.1833,-4.2833,360106.0,BFA,False,8.884,2.256,13.386,104.329,20.320999999999998,1.05,3.0239999999999996,3.813830912276455,-3.8934337020192986,62.294,60.181999999999995,0.452,2.377,47.882,17.3,6,46.509449005127,4.14232015609741,4.14801979064941,0.957729995250702,0.919120013713837,13.4206600189209,100.813720703125,44.7018811420154,88.5,80.1206893920898,19.9072208404541,5.58869981765747,5.6380100250244105,20.235609054565398,50.20173803033529,0.9,61.6484985351563,4.099999904632569,51.4303178484,2.6528117359,1.5,6.0496296296,146.8388122144,7.8078393881,651.271171914,Burkina Faso
Kaya,13.0904,-1.09,40017.0,BFA,False,8.884,2.256,13.386,104.329,20.320999999999998,1.05,3.0239999999999996,3.813830912276455,-3.8934337020192986,62.294,60.181999999999995,0.452,2.377,47.882,17.3,6,46.509449005127,4.14232015609741,4.14801979064941,0.957729995250702,0.919120013713837,13.4206600189209,100.813720703125,44.7018811420154,88.5,80.1206893920898,19.9072208404541,5.58869981765747,5.6380100250244105,20.235609054565398,50.20173803033529,0.9,61.6484985351563,4.099999904632569,51.4303178484,2.6528117359,1.5,6.0496296296,146.8388122144,7.8078393881,651.271171914,Burkina Faso
Koudougou,12.25,-2.3667,87347.0,BFA,False,8.884,2.256,13.386,104.329,20.320999999999998,1.05,3.0239999999999996,3.813830912276455,-3.8934337020192986,62.294,60.181999999999995,0.452,2.377,47.882,17.3,6,46.509449005127,4.14232015609741,4.14801979064941,0.957729995250702,0.919120013713837,13.4206600189209,100.813720703125,44.7018811420154,88.5,80.1206893920898,19.9072208404541,5.58869981765747,5.6380100250244105,20.235609054565398,50.20173803033529,0.9,61.6484985351563,4.099999904632569,51.4303178484,2.6528117359,1.5,6.0496296296,146.8388122144,7.8078393881,651.271171914,Burkina Faso
Ouagadougou,12.3572,-1.5353,1626950.0,BFA,False,8.884,2.256,13.386,104.329,20.320999999999998,1.05,3.0239999999999996,3.813830912276455,-3.8934337020192986,62.294,60.181999999999995,0.452,2.377,47.882,17.3,6,46.509449005127,4.14232015609741,4.14801979064941,0.957729995250702,0.919120013713837,13.4206600189209,100.813720703125,44.7018811420154,88.5,80.1206893920898,19.9072208404541,5.58869981765747,5.6380100250244105,20.235609054565398,50.20173803033529,0.9,61.6484985351563,4.099999904632569,51.4303178484,2.6528117359,1.5,6.0496296296,146.8388122144,7.8078393881,651.271171914,Burkina Faso
Ouahigouya,13.5833,-2.4167,79504.0,BFA,False,8.884,2.256,13.386,104.329,20.320999999999998,1.05,3.0239999999999996,3.813830912276455,-3.8934337020192986,62.294,60.181999999999995,0.452,2.377,47.882,17.3,6,46.509449005127,4.14232015609741,4.14801979064941,0.957729995250702,0.919120013713837,13.4206600189209,100.813720703125,44.7018811420154,88.5,80.1206893920898,19.9072208404541,5.58869981765747,5.6380100250244105,20.235609054565398,50.20173803033529,0.9,61.6484985351563,4.099999904632569,51.4303178484,2.6528117359,1.5,6.0496296296,146.8388122144,7.8078393881,651.271171914,Burkina Faso
Bangalore,12.9699,77.598,13707000.0,IND,False,39.336,8.718,13.485999999999999,13.177,1366.418,1.1,2.891,1.76,-2.194,70.95,40.019,0.645,0.972,15.862,18.793,6,90.2069931030273,12.206600189209,12.5787897109985,1.11916995048523,1.0124200582504301,63.592418670654205,103.47135925293001,24.5210931155226,45.2,74.4407730102539,7.7949923099469824,4.085063473693065,3.8338634932588707,7.741470934835391,48.1637654142764,0.3,94.25943226096665,3.29999995231628,90.40735873850001,2.2339027595,1.7,33.884557015,35.1670186908,66.4920928322,1080.1711183779,India
Bharatpur,27.2172,77.49,252342.0,IND,False,39.336,8.718,13.485999999999999,13.177,1366.418,1.1,2.891,1.76,-2.194,70.95,40.019,0.645,0.972,15.862,18.793,6,90.2069931030273,12.206600189209,12.5787897109985,1.11916995048523,1.0124200582504301,63.592418670654205,103.47135925293001,24.5210931155226,45.2,74.4407730102539,7.7949923099469824,4.085063473693065,3.8338634932588707,7.741470934835391,48.1637654142764,0.3,94.25943226096665,3.29999995231628,90.40735873850001,2.2339027595,1.7,33.884557015,35.1670186908,66.4920928322,1080.1711183779,India
Chennai,13.0825,80.275,11324000.0,IND,False,39.336,8.718,13.485999999999999,13.177,1366.418,1.1,2.891,1.76,-2.194,70.95,40.019,0.645,0.972,15.862,18.793,6,90.2069931030273,12.206600189209,12.5787897109985,1.11916995048523,1.0124200582504301,63.592418670654205,103.47135925293001,24.5210931155226,45.2,74.4407730102539,7.7949923099469824,4.085063473693065,3.8338634932588707,7.741470934835391,48.1637654142764,0.3,94.25943226096665,3.29999995231628,90.40735873850001,2.2339027595,1.7,33.884557015,35.1670186908,66.4920928322,1080.1711183779,India
Delhi,28.66,77.23,29617000.0,IND,False,39.336,8.718,13.485999999999999,13.177,1366.418,1.1,2.891,1.76,-2.194,70.95,40.019,0.645,0.972,15.862,18.793,6,90.2069931030273,12.206600189209,12.5787897109985,1.11916995048523,1.0124200582504301,63.592418670654205,103.47135925293001,24.5210931155226,45.2,74.4407730102539,7.7949923099469824,4.085063473693065,3.8338634932588707,7.741470934835391,48.1637654142764,0.3,94.25943226096665,3.29999995231628,90.40735873850001,2.2339027595,1.7,33.884557015,35.1670186908,66.4920928322,1080.1711183779,India
Kolkāta,22.5411,88.3378,17560000.0,IND,True,39.336,8.718,13.485999999999999,13.177,1366.418,1.1,2.891,1.76,-2.194,70.95,40.019,0.645,0.972,15.862,18.793,6,90.2069931030273,12.206600189209,12.5787897109985,1.11916995048523,1.0124200582504301,63.592418670654205,103.47135925293001,24.5210931155226,45.2,74.4407730102539,7.7949923099469824,4.085063473693065,3.8338634932588707,7.741470934835391,48.1637654142764,0.3,94.25943226096665,3.29999995231628,90.40735873850001,2.2339027595,1.7,33.884557015,35.1670186908,66.4920928322,1080.1711183779,India
