city,latitude,longitude,population,Population with at least some secondary education (% ages 25 and older),Total population (millions),Sex ratio at birth (male to female births),"Foreign direct investment, net inflows (% of GDP)",Population ages 15?64 (millions),Inequality-adjusted education index,Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Official entrance age to lower secondary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Primary completion rate, female (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Dependency ratio,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.2. Water Stress,country
Prince George,53.9169,-122.7494,74003.0,100.0,37.411,1.05,2.5839999999999996,24.881,0.87,1.294,84.391,64.977,0.902,47.788000000000004,12,90.64256758981877,91.43724155508892,64.65445514205503,64.64646325883946,0.9782201976969094,0.9788899321456568,78.55043299954708,104.645027840486,88.47,47.023512331073796,5.1,42.05763983568034,8.69709209478871,3.957899023153575,8.193793392855167,50.396581824619105,-0.2798280004405029,91.13516800733551,90.61852580323546,7.400000095367429,1.7918676775,78.8549596876,1.2,1.2312198484,3.6797116375,Canada
Saskatoon,52.1333,-106.6833,246376.0,100.0,37.411,1.05,2.5839999999999996,24.881,0.87,1.294,84.391,64.977,0.902,47.788000000000004,12,90.64256758981877,91.43724155508892,64.65445514205503,64.64646325883946,0.9782201976969094,0.9788899321456568,78.55043299954708,104.645027840486,88.47,47.023512331073796,5.1,42.05763983568034,8.69709209478871,3.957899023153575,8.193793392855167,50.396581824619105,-0.2798280004405029,91.13516800733551,90.61852580323546,7.400000095367429,1.7918676775,78.8549596876,1.2,1.2312198484,3.6797116375,Canada
St. Catharines,43.1833,-79.2333,309319.0,100.0,37.411,1.05,2.5839999999999996,24.881,0.87,1.294,84.391,64.977,0.902,47.788000000000004,12,90.64256758981877,91.43724155508892,64.65445514205503,64.64646325883946,0.9782201976969094,0.9788899321456568,78.55043299954708,104.645027840486,88.47,47.023512331073796,5.1,42.05763983568034,8.69709209478871,3.957899023153575,8.193793392855167,50.396581824619105,-0.2798280004405029,91.13516800733551,90.61852580323546,7.400000095367429,1.7918676775,78.8549596876,1.2,1.2312198484,3.6797116375,Canada
Stanley,49.1331,-98.0656,9038.0,100.0,37.411,1.05,2.5839999999999996,24.881,0.87,1.294,84.391,64.977,0.902,47.788000000000004,12,90.64256758981877,91.43724155508892,64.65445514205503,64.64646325883946,0.9782201976969094,0.9788899321456568,78.55043299954708,104.645027840486,88.47,47.023512331073796,5.1,42.05763983568034,8.69709209478871,3.957899023153575,8.193793392855167,50.396581824619105,-0.2798280004405029,91.13516800733551,90.61852580323546,7.400000095367429,1.7918676775,78.8549596876,1.2,1.2312198484,3.6797116375,Canada
Toronto,43.7417,-79.3733,5429524.0,100.0,37.411,1.05,2.5839999999999996,24.881,0.87,1.294,84.391,64.977,0.902,47.788000000000004,12,90.64256758981877,91.43724155508892,64.65445514205503,64.64646325883946,0.9782201976969094,0.9788899321456568,78.55043299954708,104.645027840486,88.47,47.023512331073796,5.1,42.05763983568034,8.69709209478871,3.957899023153575,8.193793392855167,50.396581824619105,-0.2798280004405029,91.13516800733551,90.61852580323546,7.400000095367429,1.7918676775,78.8549596876,1.2,1.2312198484,3.6797116375,Canada
Vancouver,49.25,-123.1,2264823.0,100.0,37.411,1.05,2.5839999999999996,24.881,0.87,1.294,84.391,64.977,0.902,47.788000000000004,12,90.64256758981877,91.43724155508892,64.65445514205503,64.64646325883946,0.9782201976969094,0.9788899321456568,78.55043299954708,104.645027840486,88.47,47.023512331073796,5.1,42.05763983568034,8.69709209478871,3.957899023153575,8.193793392855167,50.396581824619105,-0.2798280004405029,91.13516800733551,90.61852580323546,7.400000095367429,1.7918676775,78.8549596876,1.2,1.2312198484,3.6797116375,Canada
Victoria,48.4283,-123.3647,335696.0,100.0,37.411,1.05,2.5839999999999996,24.881,0.87,1.294,84.391,64.977,0.902,47.788000000000004,12,90.64256758981877,91.43724155508892,64.65445514205503,64.64646325883946,0.9782201976969094,0.9788899321456568,78.55043299954708,104.645027840486,88.47,47.023512331073796,5.1,42.05763983568034,8.69709209478871,3.957899023153575,8.193793392855167,50.396581824619105,-0.2798280004405029,91.13516800733551,90.61852580323546,7.400000095367429,1.7918676775,78.8549596876,1.2,1.2312198484,3.6797116375,Canada
Windsor,42.2833,-83.0,276165.0,100.0,37.411,1.05,2.5839999999999996,24.881,0.87,1.294,84.391,64.977,0.902,47.788000000000004,12,90.64256758981877,91.43724155508892,64.65445514205503,64.64646325883946,0.9782201976969094,0.9788899321456568,78.55043299954708,104.645027840486,88.47,47.023512331073796,5.1,42.05763983568034,8.69709209478871,3.957899023153575,8.193793392855167,50.396581824619105,-0.2798280004405029,91.13516800733551,90.61852580323546,7.400000095367429,1.7918676775,78.8549596876,1.2,1.2312198484,3.6797116375,Canada
Akureyri,65.6833,-18.1,18925.0,100.0,0.33899999999999997,1.05,-1.801,0.221,0.9,6.353,84.485,85.917,0.995,48.545,13,90.6879491779392,91.43775991066812,64.66906794332954,64.63419202608233,0.9819778833243912,0.9661625537793148,74.72100838362974,104.62793214068455,98.2,47.502130195584,2.2,44.57208935650062,8.675173714948366,3.959198995241129,8.15844701975392,49.8284565327326,-0.6037591388133237,90.84320908474257,90.09236059163716,3.9000000953674303,0.0,71.1462450593,1.0,0.1705882353,0.394075282,Iceland
Kópavogur,64.1167,-21.7667,34140.0,100.0,0.33899999999999997,1.05,-1.801,0.221,0.9,6.353,84.485,85.917,0.995,48.545,13,90.6879491779392,91.43775991066812,64.66906794332954,64.63419202608233,0.9819778833243912,0.9661625537793148,74.72100838362974,104.62793214068455,98.2,47.502130195584,2.2,44.57208935650062,8.675173714948366,3.959198995241129,8.15844701975392,49.8284565327326,-0.6037591388133237,90.84320908474257,90.09236059163716,3.9000000953674303,0.0,71.1462450593,1.0,0.1705882353,0.394075282,Iceland
Al Mafraq,32.2833,36.2333,57118.0,84.15700000000001,10.102,1.05,3.2271950987183913,6.318,0.564,-2.9946573226012494,76.306,87.617,1.8230000000000002,16.647000000000002,12,90.11393481038685,91.4184698791949,32.1971397399902,32.8310508728027,0.9997533606473444,0.969862202803735,71.04447461872822,104.64386889078524,60.11438269,17.5200881344967,18.1,78.4011611938477,8.339836822321455,3.9734215148138814,8.014368512863578,49.33046790548671,0.1,91.61212035699334,90.98831335837124,10.8000001907349,27.2145144077,3.1127286657999997,2.6,96.4354322305,100.07752796540001,Jordan
Amman,31.95,35.9333,4007526.0,84.15700000000001,10.102,1.05,3.2271950987183913,6.318,0.564,-2.9946573226012494,76.306,87.617,1.8230000000000002,16.647000000000002,12,90.11393481038685,91.4184698791949,32.1971397399902,32.8310508728027,0.9997533606473444,0.969862202803735,71.04447461872822,104.64386889078524,60.11438269,17.5200881344967,18.1,78.4011611938477,8.339836822321455,3.9734215148138814,8.014368512863578,49.33046790548671,0.1,91.61212035699334,90.98831335837124,10.8000001907349,27.2145144077,3.1127286657999997,2.6,96.4354322305,100.07752796540001,Jordan
Irbid,32.5556,35.85,1088100.0,84.15700000000001,10.102,1.05,3.2271950987183913,6.318,0.564,-2.9946573226012494,76.306,87.617,1.8230000000000002,16.647000000000002,12,90.11393481038685,91.4184698791949,32.1971397399902,32.8310508728027,0.9997533606473444,0.969862202803735,71.04447461872822,104.64386889078524,60.11438269,17.5200881344967,18.1,78.4011611938477,8.339836822321455,3.9734215148138814,8.014368512863578,49.33046790548671,0.1,91.61212035699334,90.98831335837124,10.8000001907349,27.2145144077,3.1127286657999997,2.6,96.4354322305,100.07752796540001,Jordan
Alajuela,10.0278,-84.2041,42975.0,54.443000000000005,5.048,1.05,4.058,3.485,0.642,-5.468,82.89299999999999,66.09899999999999,1.494,41.089,12,130.693374633789,135.34378051757798,52.3720893859863,52.5971603393555,0.994279980659485,1.04024994373322,108.981986999512,101.697608947754,59.76295014,39.4769251969013,9.1,11.9862804412842,12.264479637146001,3.1130599975585898,12.136940002441401,49.966273857112206,0.4,99.46630859375,99.7729034423828,8.0,0.0,7.5140889167,1.0,2.8265486726,5.4505119454,Costa Rica
Buenos Aires,9.1497,-83.3334,45000.0,54.443000000000005,5.048,1.05,4.058,3.485,0.642,-5.468,82.89299999999999,66.09899999999999,1.494,41.089,12,130.693374633789,135.34378051757798,52.3720893859863,52.5971603393555,0.994279980659485,1.04024994373322,108.981986999512,101.697608947754,59.76295014,39.4769251969013,9.1,11.9862804412842,12.264479637146001,3.1130599975585898,12.136940002441401,49.966273857112206,0.4,99.46630859375,99.7729034423828,8.0,0.0,7.5140889167,1.0,2.8265486726,5.4505119454,Costa Rica
Cartago,9.8667,-83.9167,221733.0,54.443000000000005,5.048,1.05,4.058,3.485,0.642,-5.468,82.89299999999999,66.09899999999999,1.494,41.089,12,130.693374633789,135.34378051757798,52.3720893859863,52.5971603393555,0.994279980659485,1.04024994373322,108.981986999512,101.697608947754,59.76295014,39.4769251969013,9.1,11.9862804412842,12.264479637146001,3.1130599975585898,12.136940002441401,49.966273857112206,0.4,99.46630859375,99.7729034423828,8.0,0.0,7.5140889167,1.0,2.8265486726,5.4505119454,Costa Rica
Liberia,10.6338,-85.4333,45380.0,54.443000000000005,5.048,1.05,4.058,3.485,0.642,-5.468,82.89299999999999,66.09899999999999,1.494,41.089,12,130.693374633789,135.34378051757798,52.3720893859863,52.5971603393555,0.994279980659485,1.04024994373322,108.981986999512,101.697608947754,59.76295014,39.4769251969013,9.1,11.9862804412842,12.264479637146001,3.1130599975585898,12.136940002441401,49.966273857112206,0.4,99.46630859375,99.7729034423828,8.0,0.0,7.5140889167,1.0,2.8265486726,5.4505119454,Costa Rica
San Juan,9.9609,-84.0731,24944.0,54.443000000000005,5.048,1.05,4.058,3.485,0.642,-5.468,82.89299999999999,66.09899999999999,1.494,41.089,12,130.693374633789,135.34378051757798,52.3720893859863,52.5971603393555,0.994279980659485,1.04024994373322,108.981986999512,101.697608947754,59.76295014,39.4769251969013,9.1,11.9862804412842,12.264479637146001,3.1130599975585898,12.136940002441401,49.966273857112206,0.4,99.46630859375,99.7729034423828,8.0,0.0,7.5140889167,1.0,2.8265486726,5.4505119454,Costa Rica
Santa Ana,9.932,-84.176,11320.0,54.443000000000005,5.048,1.05,4.058,3.485,0.642,-5.468,82.89299999999999,66.09899999999999,1.494,41.089,12,130.693374633789,135.34378051757798,52.3720893859863,52.5971603393555,0.994279980659485,1.04024994373322,108.981986999512,101.697608947754,59.76295014,39.4769251969013,9.1,11.9862804412842,12.264479637146001,3.1130599975585898,12.136940002441401,49.966273857112206,0.4,99.46630859375,99.7729034423828,8.0,0.0,7.5140889167,1.0,2.8265486726,5.4505119454,Costa Rica
Santiago,9.8291,-84.3044,11512.0,54.443000000000005,5.048,1.05,4.058,3.485,0.642,-5.468,82.89299999999999,66.09899999999999,1.494,41.089,12,130.693374633789,135.34378051757798,52.3720893859863,52.5971603393555,0.994279980659485,1.04024994373322,108.981986999512,101.697608947754,59.76295014,39.4769251969013,9.1,11.9862804412842,12.264479637146001,3.1130599975585898,12.136940002441401,49.966273857112206,0.4,99.46630859375,99.7729034423828,8.0,0.0,7.5140889167,1.0,2.8265486726,5.4505119454,Costa Rica
Aleppo,36.2,37.15,1834093.0,40.96,17.07,1.05,3.7164345246428256,10.968,0.3084042148397182,-3.1886952754176976,78.10300000000001,77.2430187669898,3.525,14.634,12,90.86712171829654,91.36318383115143,64.54475777057979,64.84770845184042,1.0138765591219463,0.975922729845258,65.66230166782435,104.17457850498545,29.97979724,14.463500769795,17.4,45.97946473012917,8.067028665304493,3.9264067127360516,8.08969523801534,49.4196312716754,-1.5597794631273914,91.50500749811218,90.36948883787426,11.1999998092651,72.3587318812,3.6717500776,1.8,83.1115343411,124.360138926,Syrian Arab Republic
Damascus,33.5131,36.2919,1754000.0,40.96,17.07,1.05,3.7164345246428256,10.968,0.3084042148397182,-3.1886952754176976,78.10300000000001,77.2430187669898,3.525,14.634,12,90.86712171829654,91.36318383115143,64.54475777057979,64.84770845184042,1.0138765591219463,0.975922729845258,65.66230166782435,104.17457850498545,29.97979724,14.463500769795,17.4,45.97946473012917,8.067028665304493,3.9264067127360516,8.08969523801534,49.4196312716754,-1.5597794631273914,91.50500749811218,90.36948883787426,11.1999998092651,72.3587318812,3.6717500776,1.8,83.1115343411,124.360138926,Syrian Arab Republic
Dayr az Zawr,35.3333,40.15,211857.0,40.96,17.07,1.05,3.7164345246428256,10.968,0.3084042148397182,-3.1886952754176976,78.10300000000001,77.2430187669898,3.525,14.634,12,90.86712171829654,91.36318383115143,64.54475777057979,64.84770845184042,1.0138765591219463,0.975922729845258,65.66230166782435,104.17457850498545,29.97979724,14.463500769795,17.4,45.97946473012917,8.067028665304493,3.9264067127360516,8.08969523801534,49.4196312716754,-1.5597794631273914,91.50500749811218,90.36948883787426,11.1999998092651,72.3587318812,3.6717500776,1.8,83.1115343411,124.360138926,Syrian Arab Republic
Homs,34.7333,36.7167,900492.0,40.96,17.07,1.05,3.7164345246428256,10.968,0.3084042148397182,-3.1886952754176976,78.10300000000001,77.2430187669898,3.525,14.634,12,90.86712171829654,91.36318383115143,64.54475777057979,64.84770845184042,1.0138765591219463,0.975922729845258,65.66230166782435,104.17457850498545,29.97979724,14.463500769795,17.4,45.97946473012917,8.067028665304493,3.9264067127360516,8.08969523801534,49.4196312716754,-1.5597794631273914,91.50500749811218,90.36948883787426,11.1999998092651,72.3587318812,3.6717500776,1.8,83.1115343411,124.360138926,Syrian Arab Republic
Latakia,35.5236,35.7917,700000.0,40.96,17.07,1.05,3.7164345246428256,10.968,0.3084042148397182,-3.1886952754176976,78.10300000000001,77.2430187669898,3.525,14.634,12,90.86712171829654,91.36318383115143,64.54475777057979,64.84770845184042,1.0138765591219463,0.975922729845258,65.66230166782435,104.17457850498545,29.97979724,14.463500769795,17.4,45.97946473012917,8.067028665304493,3.9264067127360516,8.08969523801534,49.4196312716754,-1.5597794631273914,91.50500749811218,90.36948883787426,11.1999998092651,72.3587318812,3.6717500776,1.8,83.1115343411,124.360138926,Syrian Arab Republic
Alexandria,31.2,29.9167,4870000.0,72.959,100.38799999999999,1.06,2.972,61.125,0.38299999999999995,-6.287000000000001,74.35,80.2139451302703,3.0589999999999997,17.438,12,90.50389782787731,91.3140465974917,64.48275448955664,64.6592381474187,0.9973514970033608,1.0261299735241871,76.81286026240512,104.50164633709394,37.81938343,23.12420013386,23.7,44.820183665086326,8.447783074690781,3.942945298277052,8.131914145513948,49.4456556715285,0.1,92.15336572314287,92.05982108442444,9.39999961853027,98.26086956520001,6.967741935499999,1.4,111.652173913,116.93989071040001,Egypt
Cairo,30.0561,31.2394,19372000.0,72.959,100.38799999999999,1.06,2.972,61.125,0.38299999999999995,-6.287000000000001,74.35,80.2139451302703,3.0589999999999997,17.438,12,90.50389782787731,91.3140465974917,64.48275448955664,64.6592381474187,0.9973514970033608,1.0261299735241871,76.81286026240512,104.50164633709394,37.81938343,23.12420013386,23.7,44.820183665086326,8.447783074690781,3.942945298277052,8.131914145513948,49.4456556715285,0.1,92.15336572314287,92.05982108442444,9.39999961853027,98.26086956520001,6.967741935499999,1.4,111.652173913,116.93989071040001,Egypt
Giza,29.987,31.2118,3021542.0,72.959,100.38799999999999,1.06,2.972,61.125,0.38299999999999995,-6.287000000000001,74.35,80.2139451302703,3.0589999999999997,17.438,12,90.50389782787731,91.3140465974917,64.48275448955664,64.6592381474187,0.9973514970033608,1.0261299735241871,76.81286026240512,104.50164633709394,37.81938343,23.12420013386,23.7,44.820183665086326,8.447783074690781,3.942945298277052,8.131914145513948,49.4456556715285,0.1,92.15336572314287,92.05982108442444,9.39999961853027,98.26086956520001,6.967741935499999,1.4,111.652173913,116.93989071040001,Egypt
Alexandria,43.9686,25.3333,45434.0,90.78299999999999,19.365,1.06,2.764,12.71,0.7240000000000001,-3.455,79.525,84.56,0.779,43.343999999999994,11,91.7581405639648,93.9434967041016,90.9845504760742,90.9379119873047,0.983569979667664,0.9941499829292301,91.62818145751949,91.2787399291992,55.7632,43.31466547569649,9.2,3.48968005180359,3.69085001945496,0.8533200025558471,3.2454400062561,51.5349893492958,0.1,92.4518585205078,91.9338531494141,7.599999904632571,80.010376869,62.5129189429,1.3,3.1946606292000004,6.3411665574,Romania
Bucharest,44.4,26.0833,1883425.0,90.78299999999999,19.365,1.06,2.764,12.71,0.7240000000000001,-3.455,79.525,84.56,0.779,43.343999999999994,11,91.7581405639648,93.9434967041016,90.9845504760742,90.9379119873047,0.983569979667664,0.9941499829292301,91.62818145751949,91.2787399291992,55.7632,43.31466547569649,9.2,3.48968005180359,3.69085001945496,0.8533200025558471,3.2454400062561,51.5349893492958,0.1,92.4518585205078,91.9338531494141,7.599999904632571,80.010376869,62.5129189429,1.3,3.1946606292000004,6.3411665574,Romania
Cluj-Napoca,46.78,23.5594,324576.0,90.78299999999999,19.365,1.06,2.764,12.71,0.7240000000000001,-3.455,79.525,84.56,0.779,43.343999999999994,11,91.7581405639648,93.9434967041016,90.9845504760742,90.9379119873047,0.983569979667664,0.9941499829292301,91.62818145751949,91.2787399291992,55.7632,43.31466547569649,9.2,3.48968005180359,3.69085001945496,0.8533200025558471,3.2454400062561,51.5349893492958,0.1,92.4518585205078,91.9338531494141,7.599999904632571,80.010376869,62.5129189429,1.3,3.1946606292000004,6.3411665574,Romania
Ungheni,46.4858,24.4608,6945.0,90.78299999999999,19.365,1.06,2.764,12.71,0.7240000000000001,-3.455,79.525,84.56,0.779,43.343999999999994,11,91.7581405639648,93.9434967041016,90.9845504760742,90.9379119873047,0.983569979667664,0.9941499829292301,91.62818145751949,91.2787399291992,55.7632,43.31466547569649,9.2,3.48968005180359,3.69085001945496,0.8533200025558471,3.2454400062561,51.5349893492958,0.1,92.4518585205078,91.9338531494141,7.599999904632571,80.010376869,62.5129189429,1.3,3.1946606292000004,6.3411665574,Romania
Victoria,45.6466,24.7059,7386.0,90.78299999999999,19.365,1.06,2.764,12.71,0.7240000000000001,-3.455,79.525,84.56,0.779,43.343999999999994,11,91.7581405639648,93.9434967041016,90.9845504760742,90.9379119873047,0.983569979667664,0.9941499829292301,91.62818145751949,91.2787399291992,55.7632,43.31466547569649,9.2,3.48968005180359,3.69085001945496,0.8533200025558471,3.2454400062561,51.5349893492958,0.1,92.4518585205078,91.9338531494141,7.599999904632571,80.010376869,62.5129189429,1.3,3.1946606292000004,6.3411665574,Romania
Iasi,47.1,27.35,363143.0,90.78299999999999,19.365,1.06,2.764,12.71,0.7240000000000001,-3.455,79.525,84.56,0.779,43.343999999999994,11,91.7581405639648,93.9434967041016,90.9845504760742,90.9379119873047,0.983569979667664,0.9941499829292301,91.62818145751949,91.2787399291992,55.7632,43.31466547569649,9.2,3.48968005180359,3.69085001945496,0.8533200025558471,3.2454400062561,51.5349893492958,0.1,92.4518585205078,91.9338531494141,7.599999904632571,80.010376869,62.5129189429,1.3,3.1946606292000004,6.3411665574,Romania
Alexandria,55.98,-4.58,13444.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Birmingham,52.48,-1.9025,2897303.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Birstall,52.6736,-1.12,1424216.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Cambridge,52.2053,0.1192,66.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Christchurch,50.73,-1.78,48368.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Edmonton,51.6154,-0.0708,82472.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Hamilton,55.777,-4.039,54230.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Leeds,53.7997,-1.5492,1901934.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Leicester,52.6333,-1.1333,508916.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
London,51.5072,-0.1275,10979000.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Manchester,53.4794,-2.2453,2705000.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Newcastle,55.0077,-1.6578,1650000.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Perth,56.397,-3.437,46960.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
Ramsey,52.45,-0.12,8479.0,78.79899999999999,67.53,1.05,0.956,43.081,0.902,1.375,82.999,64.25399999999999,0.873,47.176,11,90.65591567782744,91.46882031602684,64.69090867346938,64.67757234148786,0.9802321644032216,0.9806003104351952,80.08801843756488,95.3253631591797,92.0003,46.4469264933716,4.4,42.08639106203992,8.752028991522495,3.9680998719631333,8.169965812590817,50.7141036397797,-1.8948805746904327,90.73562618117741,89.7763232471417,5.5,1.3605442177,11.9952494062,1.0,5.727210884400001,14.354646206300002,United Kingdom
