city,latitude,longitude,population,Population with at least some secondary education (% ages 25 and older),Total population (millions),Sex ratio at birth (male to female births),"Foreign direct investment, net inflows (% of GDP)",Population ages 15?64 (millions),Inequality-adjusted education index,Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Official entrance age to lower secondary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Primary completion rate, female (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Dependency ratio,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.2. Water Stress,country
Gwangju,35.1667,126.9167,1501557.0,86.045,51.225,1.06,0.643,36.981,0.789,3.963,85.954,76.709,0.9,42.338,12,102.59348297119101,103.90339660644501,93.5822067260742,93.65280151367192,0.9937400221824649,0.990220010280609,95.28189086914058,100.35749816894501,89.64863086,41.7617405456746,3.5,79.4813003540039,0.811909973621368,0.0,0.758040010929108,49.94499310565761,1.1270693713638378,101.584106445313,101.194076538086,3.70000004768372,6.9583931133000005,16.43157817,1.5,41.8895265423,85.2218330414,Republic of Korea
Incheon,37.4639,126.6486,2913024.0,86.045,51.225,1.06,0.643,36.981,0.789,3.963,85.954,76.709,0.9,42.338,12,102.59348297119101,103.90339660644501,93.5822067260742,93.65280151367192,0.9937400221824649,0.990220010280609,95.28189086914058,100.35749816894501,89.64863086,41.7617405456746,3.5,79.4813003540039,0.811909973621368,0.0,0.758040010929108,49.94499310565761,1.1270693713638378,101.584106445313,101.194076538086,3.70000004768372,6.9583931133000005,16.43157817,1.5,41.8895265423,85.2218330414,Republic of Korea
Seoul,37.5833,127.0,21794000.0,86.045,51.225,1.06,0.643,36.981,0.789,3.963,85.954,76.709,0.9,42.338,12,102.59348297119101,103.90339660644501,93.5822067260742,93.65280151367192,0.9937400221824649,0.990220010280609,95.28189086914058,100.35749816894501,89.64863086,41.7617405456746,3.5,79.4813003540039,0.811909973621368,0.0,0.758040010929108,49.94499310565761,1.1270693713638378,101.584106445313,101.194076538086,3.70000004768372,6.9583931133000005,16.43157817,1.5,41.8895265423,85.2218330414,Republic of Korea
Suwon,37.2858,127.01,1234300.0,86.045,51.225,1.06,0.643,36.981,0.789,3.963,85.954,76.709,0.9,42.338,12,102.59348297119101,103.90339660644501,93.5822067260742,93.65280151367192,0.9937400221824649,0.990220010280609,95.28189086914058,100.35749816894501,89.64863086,41.7617405456746,3.5,79.4813003540039,0.811909973621368,0.0,0.758040010929108,49.94499310565761,1.1270693713638378,101.584106445313,101.194076538086,3.70000004768372,6.9583931133000005,16.43157817,1.5,41.8895265423,85.2218330414,Republic of Korea
Butare,-2.6,29.75,50220.0,13.137,12.627,1.02,3.8783333526330734,7.223,0.324,-3.9378240396168933,71.132,53.661,1.084,39.144,13,44.489681243896506,38.9038696289063,17.982839584350604,17.6418399810791,1.01289999485016,1.08583998680115,31.2229404449463,133.296035766602,18.0,51.449382668321704,40.5,52.829719543457,24.710819244384798,18.7934494018555,24.448389053344698,50.976332180121204,3.2,60.78034973144529,66.1220703125,3.0,28.5714285714,11.1473626971,1.4,1.3827067669,6.0894039735000005,Rwanda
Gisenyi,-1.6928,29.25,136830.0,13.137,12.627,1.02,3.8783333526330734,7.223,0.324,-3.9378240396168933,71.132,53.661,1.084,39.144,13,44.489681243896506,38.9038696289063,17.982839584350604,17.6418399810791,1.01289999485016,1.08583998680115,31.2229404449463,133.296035766602,18.0,51.449382668321704,40.5,52.829719543457,24.710819244384798,18.7934494018555,24.448389053344698,50.976332180121204,3.2,60.78034973144529,66.1220703125,3.0,28.5714285714,11.1473626971,1.4,1.3827067669,6.0894039735000005,Rwanda
Gitarama,-2.0696,29.76,87613.0,13.137,12.627,1.02,3.8783333526330734,7.223,0.324,-3.9378240396168933,71.132,53.661,1.084,39.144,13,44.489681243896506,38.9038696289063,17.982839584350604,17.6418399810791,1.01289999485016,1.08583998680115,31.2229404449463,133.296035766602,18.0,51.449382668321704,40.5,52.829719543457,24.710819244384798,18.7934494018555,24.448389053344698,50.976332180121204,3.2,60.78034973144529,66.1220703125,3.0,28.5714285714,11.1473626971,1.4,1.3827067669,6.0894039735000005,Rwanda
Kigali,-1.9536,30.0606,745261.0,13.137,12.627,1.02,3.8783333526330734,7.223,0.324,-3.9378240396168933,71.132,53.661,1.084,39.144,13,44.489681243896506,38.9038696289063,17.982839584350604,17.6418399810791,1.01289999485016,1.08583998680115,31.2229404449463,133.296035766602,18.0,51.449382668321704,40.5,52.829719543457,24.710819244384798,18.7934494018555,24.448389053344698,50.976332180121204,3.2,60.78034973144529,66.1220703125,3.0,28.5714285714,11.1473626971,1.4,1.3827067669,6.0894039735000005,Rwanda
Nyanza,-2.3496,29.74,225209.0,13.137,12.627,1.02,3.8783333526330734,7.223,0.324,-3.9378240396168933,71.132,53.661,1.084,39.144,13,44.489681243896506,38.9038696289063,17.982839584350604,17.6418399810791,1.01289999485016,1.08583998680115,31.2229404449463,133.296035766602,18.0,51.449382668321704,40.5,52.829719543457,24.710819244384798,18.7934494018555,24.448389053344698,50.976332180121204,3.2,60.78034973144529,66.1220703125,3.0,28.5714285714,11.1473626971,1.4,1.3827067669,6.0894039735000005,Rwanda
Ruhengeri,-1.4944,29.6417,59333.0,13.137,12.627,1.02,3.8783333526330734,7.223,0.324,-3.9378240396168933,71.132,53.661,1.084,39.144,13,44.489681243896506,38.9038696289063,17.982839584350604,17.6418399810791,1.01289999485016,1.08583998680115,31.2229404449463,133.296035766602,18.0,51.449382668321704,40.5,52.829719543457,24.710819244384798,18.7934494018555,24.448389053344698,50.976332180121204,3.2,60.78034973144529,66.1220703125,3.0,28.5714285714,11.1473626971,1.4,1.3827067669,6.0894039735000005,Rwanda
Butterworth,5.3942,100.3664,821652.0,74.725,31.95,1.06,4.197231085920036,22.168000000000003,0.638,-2.8167680838732307,78.317,123.09100000000001,1.22,39.937,12,90.5017776489258,87.3864898681641,93.9488372802734,92.3875503540039,1.0016900300979599,1.08086001873016,69.4359512329102,101.89443969726601,71.06406781,37.7550095050607,8.2,46.9239692687988,0.39610001444816606,3.9588184130007322,0.24553999304771398,48.3226085761841,0.4,101.180770874023,101.64356231689501,2.9000000953674303,0.0,29.9016034985,1.0,1.1563793103,3.4394871795,Malaysia
George Town,5.4145,100.3292,708127.0,74.725,31.95,1.06,4.197231085920036,22.168000000000003,0.638,-2.8167680838732307,78.317,123.09100000000001,1.22,39.937,12,90.5017776489258,87.3864898681641,93.9488372802734,92.3875503540039,1.0016900300979599,1.08086001873016,69.4359512329102,101.89443969726601,71.06406781,37.7550095050607,8.2,46.9239692687988,0.39610001444816606,3.9588184130007322,0.24553999304771398,48.3226085761841,0.4,101.180770874023,101.64356231689501,2.9000000953674303,0.0,29.9016034985,1.0,1.1563793103,3.4394871795,Malaysia
Ipoh,4.6,101.07,866772.0,74.725,31.95,1.06,4.197231085920036,22.168000000000003,0.638,-2.8167680838732307,78.317,123.09100000000001,1.22,39.937,12,90.5017776489258,87.3864898681641,93.9488372802734,92.3875503540039,1.0016900300979599,1.08086001873016,69.4359512329102,101.89443969726601,71.06406781,37.7550095050607,8.2,46.9239692687988,0.39610001444816606,3.9588184130007322,0.24553999304771398,48.3226085761841,0.4,101.180770874023,101.64356231689501,2.9000000953674303,0.0,29.9016034985,1.0,1.1563793103,3.4394871795,Malaysia
Klang,3.0333,101.45,878000.0,74.725,31.95,1.06,4.197231085920036,22.168000000000003,0.638,-2.8167680838732307,78.317,123.09100000000001,1.22,39.937,12,90.5017776489258,87.3864898681641,93.9488372802734,92.3875503540039,1.0016900300979599,1.08086001873016,69.4359512329102,101.89443969726601,71.06406781,37.7550095050607,8.2,46.9239692687988,0.39610001444816606,3.9588184130007322,0.24553999304771398,48.3226085761841,0.4,101.180770874023,101.64356231689501,2.9000000953674303,0.0,29.9016034985,1.0,1.1563793103,3.4394871795,Malaysia
Kuala Lumpur,3.1478,101.6953,8285000.0,74.725,31.95,1.06,4.197231085920036,22.168000000000003,0.638,-2.8167680838732307,78.317,123.09100000000001,1.22,39.937,12,90.5017776489258,87.3864898681641,93.9488372802734,92.3875503540039,1.0016900300979599,1.08086001873016,69.4359512329102,101.89443969726601,71.06406781,37.7550095050607,8.2,46.9239692687988,0.39610001444816606,3.9588184130007322,0.24553999304771398,48.3226085761841,0.4,101.180770874023,101.64356231689501,2.9000000953674303,0.0,29.9016034985,1.0,1.1563793103,3.4394871795,Malaysia
Petaling Jaya,3.1073,101.6067,638516.0,74.725,31.95,1.06,4.197231085920036,22.168000000000003,0.638,-2.8167680838732307,78.317,123.09100000000001,1.22,39.937,12,90.5017776489258,87.3864898681641,93.9488372802734,92.3875503540039,1.0016900300979599,1.08086001873016,69.4359512329102,101.89443969726601,71.06406781,37.7550095050607,8.2,46.9239692687988,0.39610001444816606,3.9588184130007322,0.24553999304771398,48.3226085761841,0.4,101.180770874023,101.64356231689501,2.9000000953674303,0.0,29.9016034985,1.0,1.1563793103,3.4394871795,Malaysia
Iskandar,5.7144699999999995,100.992,1900000.0,74.725,31.95,1.06,4.197231085920036,22.168000000000003,0.638,-2.8167680838732307,78.317,123.09100000000001,1.22,39.937,12,90.5017776489258,87.3864898681641,93.9488372802734,92.3875503540039,1.0016900300979599,1.08086001873016,69.4359512329102,101.89443969726601,71.06406781,37.7550095050607,8.2,46.9239692687988,0.39610001444816606,3.9588184130007322,0.24553999304771398,48.3226085761841,0.4,101.180770874023,101.64356231689501,2.9000000953674303,0.0,29.9016034985,1.0,1.1563793103,3.4394871795,Malaysia
Cap Malheureux,-19.9861,57.6119,5070.0,67.2,1.27,1.04,3.976674488460016,0.898,0.639,3.7511338027467214,78.458,92.809,2.219,38.482,11,109.742477416992,111.973587036133,103.86102294921899,102.631942749023,1.01744997501373,1.0465500354766801,84.4562072753906,100.46251678466801,50.13931848,39.319115433141896,14.3,79.454948425293,5.590280055999759,0.9366800189018241,5.4204797744751,50.4711157268569,1.3388050962486917,101.07795715331999,103.072212219238,5.599999904632571,0.0,1.9480519481,1.8516882864139648,22.173754998200003,22.173754998200003,Mauritius
Centre de Flacq,-20.2002,57.7177,15791.0,67.2,1.27,1.04,3.976674488460016,0.898,0.639,3.7511338027467214,78.458,92.809,2.219,38.482,11,109.742477416992,111.973587036133,103.86102294921899,102.631942749023,1.01744997501373,1.0465500354766801,84.4562072753906,100.46251678466801,50.13931848,39.319115433141896,14.3,79.454948425293,5.590280055999759,0.9366800189018241,5.4204797744751,50.4711157268569,1.3388050962486917,101.07795715331999,103.072212219238,5.599999904632571,0.0,1.9480519481,1.8516882864139648,22.173754998200003,22.173754998200003,Mauritius
Curepipe,-20.3162,57.5166,299975.0,67.2,1.27,1.04,3.976674488460016,0.898,0.639,3.7511338027467214,78.458,92.809,2.219,38.482,11,109.742477416992,111.973587036133,103.86102294921899,102.631942749023,1.01744997501373,1.0465500354766801,84.4562072753906,100.46251678466801,50.13931848,39.319115433141896,14.3,79.454948425293,5.590280055999759,0.9366800189018241,5.4204797744751,50.4711157268569,1.3388050962486917,101.07795715331999,103.072212219238,5.599999904632571,0.0,1.9480519481,1.8516882864139648,22.173754998200003,22.173754998200003,Mauritius
Port Louis,-20.1667,57.5,149194.0,67.2,1.27,1.04,3.976674488460016,0.898,0.639,3.7511338027467214,78.458,92.809,2.219,38.482,11,109.742477416992,111.973587036133,103.86102294921899,102.631942749023,1.01744997501373,1.0465500354766801,84.4562072753906,100.46251678466801,50.13931848,39.319115433141896,14.3,79.454948425293,5.590280055999759,0.9366800189018241,5.4204797744751,50.4711157268569,1.3388050962486917,101.07795715331999,103.072212219238,5.599999904632571,0.0,1.9480519481,1.8516882864139648,22.173754998200003,22.173754998200003,Mauritius
Port Mathurin,-19.6833,63.4211,5929.0,67.2,1.27,1.04,3.976674488460016,0.898,0.639,3.7511338027467214,78.458,92.809,2.219,38.482,11,109.742477416992,111.973587036133,103.86102294921899,102.631942749023,1.01744997501373,1.0465500354766801,84.4562072753906,100.46251678466801,50.13931848,39.319115433141896,14.3,79.454948425293,5.590280055999759,0.9366800189018241,5.4204797744751,50.4711157268569,1.3388050962486917,101.07795715331999,103.072212219238,5.599999904632571,0.0,1.9480519481,1.8516882864139648,22.173754998200003,22.173754998200003,Mauritius
Quartier Militaire,-20.25,57.55,22745.0,67.2,1.27,1.04,3.976674488460016,0.898,0.639,3.7511338027467214,78.458,92.809,2.219,38.482,11,109.742477416992,111.973587036133,103.86102294921899,102.631942749023,1.01744997501373,1.0465500354766801,84.4562072753906,100.46251678466801,50.13931848,39.319115433141896,14.3,79.454948425293,5.590280055999759,0.9366800189018241,5.4204797744751,50.4711157268569,1.3388050962486917,101.07795715331999,103.072212219238,5.599999904632571,0.0,1.9480519481,1.8516882864139648,22.173754998200003,22.173754998200003,Mauritius
Carrefour,18.5333,-72.4,511345.0,33.54,11.263,1.05,3.850953095634878,6.992000000000001,0.28600000000000003,-3.899032065569197,66.182,74.309,1.495,55.799,12,90.6052256735588,91.30626775474428,64.55208110091094,64.46504624926776,0.9802652244151622,0.9931691936732758,83.05125254775406,104.6276713067027,12.1977,47.936314051962206,68.9,33.205445826732806,8.756403395035367,3.9436372268975033,8.217312153585816,50.5425087743327,2.1,92.90053062426192,93.73735875924407,12.1999998092651,7.2386250178,3.5172413793,2.4,10.3408928826,13.3837917667,Haiti
Delmas,18.55,-72.3,284079.0,33.54,11.263,1.05,3.850953095634878,6.992000000000001,0.28600000000000003,-3.899032065569197,66.182,74.309,1.495,55.799,12,90.6052256735588,91.30626775474428,64.55208110091094,64.46504624926776,0.9802652244151622,0.9931691936732758,83.05125254775406,104.6276713067027,12.1977,47.936314051962206,68.9,33.205445826732806,8.756403395035367,3.9436372268975033,8.217312153585816,50.5425087743327,2.1,92.90053062426192,93.73735875924407,12.1999998092651,7.2386250178,3.5172413793,2.4,10.3408928826,13.3837917667,Haiti
Port-au-Prince,18.5425,-72.3386,987310.0,33.54,11.263,1.05,3.850953095634878,6.992000000000001,0.28600000000000003,-3.899032065569197,66.182,74.309,1.495,55.799,12,90.6052256735588,91.30626775474428,64.55208110091094,64.46504624926776,0.9802652244151622,0.9931691936732758,83.05125254775406,104.6276713067027,12.1977,47.936314051962206,68.9,33.205445826732806,8.756403395035367,3.9436372268975033,8.217312153585816,50.5425087743327,2.1,92.90053062426192,93.73735875924407,12.1999998092651,7.2386250178,3.5172413793,2.4,10.3408928826,13.3837917667,Haiti
Casablanca,33.5992,-7.62,4370000.0,32.396,36.472,1.06,1.347,23.973000000000003,0.398610223668782,-1.475,77.895,87.463,1.215,16.802,12,89.30883026123051,103.847290039063,56.869270324707,62.7409515380859,0.947740018367767,0.965732897020578,79.62643709102841,104.983367919922,57.08,26.1057090657898,28.0,90.0361328125,8.871400884350546,9.32882976531982,7.858557441036794,50.520782227695,0.1,102.938041687012,101.933471679688,9.5,0.0,2.0324034129,3.1,36.4586206897,50.75121201939999,Morocco
Marrakech,31.6295,-7.9811,928850.0,32.396,36.472,1.06,1.347,23.973000000000003,0.398610223668782,-1.475,77.895,87.463,1.215,16.802,12,89.30883026123051,103.847290039063,56.869270324707,62.7409515380859,0.947740018367767,0.965732897020578,79.62643709102841,104.983367919922,57.08,26.1057090657898,28.0,90.0361328125,8.871400884350546,9.32882976531982,7.858557441036794,50.520782227695,0.1,102.938041687012,101.933471679688,9.5,0.0,2.0324034129,3.1,36.4586206897,50.75121201939999,Morocco
Rabat,34.0253,-6.8361,1628000.0,32.396,36.472,1.06,1.347,23.973000000000003,0.398610223668782,-1.475,77.895,87.463,1.215,16.802,12,89.30883026123051,103.847290039063,56.869270324707,62.7409515380859,0.947740018367767,0.965732897020578,79.62643709102841,104.983367919922,57.08,26.1057090657898,28.0,90.0361328125,8.871400884350546,9.32882976531982,7.858557441036794,50.520782227695,0.1,102.938041687012,101.933471679688,9.5,0.0,2.0324034129,3.1,36.4586206897,50.75121201939999,Morocco
Sale,34.05,-6.8167,850403.0,32.396,36.472,1.06,1.347,23.973000000000003,0.398610223668782,-1.475,77.895,87.463,1.215,16.802,12,89.30883026123051,103.847290039063,56.869270324707,62.7409515380859,0.947740018367767,0.965732897020578,79.62643709102841,104.983367919922,57.08,26.1057090657898,28.0,90.0361328125,8.871400884350546,9.32882976531982,7.858557441036794,50.520782227695,0.1,102.938041687012,101.933471679688,9.5,0.0,2.0324034129,3.1,36.4586206897,50.75121201939999,Morocco
Tangier,35.7847,-5.8125,947952.0,32.396,36.472,1.06,1.347,23.973000000000003,0.398610223668782,-1.475,77.895,87.463,1.215,16.802,12,89.30883026123051,103.847290039063,56.869270324707,62.7409515380859,0.947740018367767,0.965732897020578,79.62643709102841,104.983367919922,57.08,26.1057090657898,28.0,90.0361328125,8.871400884350546,9.32882976531982,7.858557441036794,50.520782227695,0.1,102.938041687012,101.933471679688,9.5,0.0,2.0324034129,3.1,36.4586206897,50.75121201939999,Morocco
Castries,14.0167,-60.9833,70000.0,45.95399999999999,0.183,1.03,4.174743116978524,0.131,0.588,-4.170237207158537,77.58,92.09235516965371,1.251,46.952,12,85.91671752929692,88.2416610717773,57.465248107910206,55.6227798461914,0.9885559054619274,0.991989970207214,82.31475830078129,104.46494408119409,42.53093047,45.8007216782638,13.7,85.92523193359379,3.00011992454529,3.9564212650376165,2.43727993965149,51.0109645781487,4.194839735017979,92.90385230836362,93.71060493382437,19.0,0.0,0.0,1.8798167697273047,14.3,14.3,Saint Lucia
Gros Islet,14.081,-60.953,21660.0,45.95399999999999,0.183,1.03,4.174743116978524,0.131,0.588,-4.170237207158537,77.58,92.09235516965371,1.251,46.952,12,85.91671752929692,88.2416610717773,57.465248107910206,55.6227798461914,0.9885559054619274,0.991989970207214,82.31475830078129,104.46494408119409,42.53093047,45.8007216782638,13.7,85.92523193359379,3.00011992454529,3.9564212650376165,2.43727993965149,51.0109645781487,4.194839735017979,92.90385230836362,93.71060493382437,19.0,0.0,0.0,1.8798167697273047,14.3,14.3,Saint Lucia
Celje,46.2291,15.2641,37875.0,97.773,2.079,1.06,2.571,1.345,0.8909999999999999,0.308,84.04,159.736,1.228,46.271,12,90.69084360141949,91.40261769682388,64.65890727759458,64.63528134049507,0.9789611984546188,1.0038329738516532,79.51047959655702,104.60176203923204,73.0987,45.986013071766,2.4,38.77992560006358,8.76817712165164,3.9524291631860407,8.214991783853495,50.388690501723794,0.1,91.37039729666469,91.0886283341766,8.0,41.4182616881,81.382864505,0.9,2.9224976467,6.2974983097,Slovenia
Koper,45.5475,13.7307,25611.0,97.773,2.079,1.06,2.571,1.345,0.8909999999999999,0.308,84.04,159.736,1.228,46.271,12,90.69084360141949,91.40261769682388,64.65890727759458,64.63528134049507,0.9789611984546188,1.0038329738516532,79.51047959655702,104.60176203923204,73.0987,45.986013071766,2.4,38.77992560006358,8.76817712165164,3.9524291631860407,8.214991783853495,50.388690501723794,0.1,91.37039729666469,91.0886283341766,8.0,41.4182616881,81.382864505,0.9,2.9224976467,6.2974983097,Slovenia
Kranj,46.2389,14.3556,56081.0,97.773,2.079,1.06,2.571,1.345,0.8909999999999999,0.308,84.04,159.736,1.228,46.271,12,90.69084360141949,91.40261769682388,64.65890727759458,64.63528134049507,0.9789611984546188,1.0038329738516532,79.51047959655702,104.60176203923204,73.0987,45.986013071766,2.4,38.77992560006358,8.76817712165164,3.9524291631860407,8.214991783853495,50.388690501723794,0.1,91.37039729666469,91.0886283341766,8.0,41.4182616881,81.382864505,0.9,2.9224976467,6.2974983097,Slovenia
Ljubljana,46.05,14.5167,284355.0,97.773,2.079,1.06,2.571,1.345,0.8909999999999999,0.308,84.04,159.736,1.228,46.271,12,90.69084360141949,91.40261769682388,64.65890727759458,64.63528134049507,0.9789611984546188,1.0038329738516532,79.51047959655702,104.60176203923204,73.0987,45.986013071766,2.4,38.77992560006358,8.76817712165164,3.9524291631860407,8.214991783853495,50.388690501723794,0.1,91.37039729666469,91.0886283341766,8.0,41.4182616881,81.382864505,0.9,2.9224976467,6.2974983097,Slovenia
Maribor,46.55,15.6333,112325.0,97.773,2.079,1.06,2.571,1.345,0.8909999999999999,0.308,84.04,159.736,1.228,46.271,12,90.69084360141949,91.40261769682388,64.65890727759458,64.63528134049507,0.9789611984546188,1.0038329738516532,79.51047959655702,104.60176203923204,73.0987,45.986013071766,2.4,38.77992560006358,8.76817712165164,3.9524291631860407,8.214991783853495,50.388690501723794,0.1,91.37039729666469,91.0886283341766,8.0,41.4182616881,81.382864505,0.9,2.9224976467,6.2974983097,Slovenia
Velenje,46.3667,15.1167,25333.0,97.773,2.079,1.06,2.571,1.345,0.8909999999999999,0.308,84.04,159.736,1.228,46.271,12,90.69084360141949,91.40261769682388,64.65890727759458,64.63528134049507,0.9789611984546188,1.0038329738516532,79.51047959655702,104.60176203923204,73.0987,45.986013071766,2.4,38.77992560006358,8.76817712165164,3.9524291631860407,8.214991783853495,50.388690501723794,0.1,91.37039729666469,91.0886283341766,8.0,41.4182616881,81.382864505,0.9,2.9224976467,6.2974983097,Slovenia
Chaguanas,10.5144,-61.4075,83489.0,73.458,1.395,1.04,4.5675155871973425,0.9570000000000001,0.6567528190818774,-0.9813696391492576,76.22399999999999,100.5903453725697,1.094,43.218,12,90.75734173797741,91.37081077450468,64.60229955441432,64.6654204018158,0.9834871491509694,1.0024393848687099,78.19343658199014,104.61522636562592,69.19847061,42.0170628567708,19.1,43.022087143244974,8.586240017421854,3.9641652176902937,8.176702700381231,50.6587799336809,1.2,91.65249573679371,91.74859482670227,2.9000000953674303,0.0,33.6377870564,1.2332980309154145,8.7552083333,20.3264812576,Trinidad and Tobago
Couva,10.4167,-61.45,48858.0,73.458,1.395,1.04,4.5675155871973425,0.9570000000000001,0.6567528190818774,-0.9813696391492576,76.22399999999999,100.5903453725697,1.094,43.218,12,90.75734173797741,91.37081077450468,64.60229955441432,64.6654204018158,0.9834871491509694,1.0024393848687099,78.19343658199014,104.61522636562592,69.19847061,42.0170628567708,19.1,43.022087143244974,8.586240017421854,3.9641652176902937,8.176702700381231,50.6587799336809,1.2,91.65249573679371,91.74859482670227,2.9000000953674303,0.0,33.6377870564,1.2332980309154145,8.7552083333,20.3264812576,Trinidad and Tobago
Laventille,10.65,-61.4833,21454.0,73.458,1.395,1.04,4.5675155871973425,0.9570000000000001,0.6567528190818774,-0.9813696391492576,76.22399999999999,100.5903453725697,1.094,43.218,12,90.75734173797741,91.37081077450468,64.60229955441432,64.6654204018158,0.9834871491509694,1.0024393848687099,78.19343658199014,104.61522636562592,69.19847061,42.0170628567708,19.1,43.022087143244974,8.586240017421854,3.9641652176902937,8.176702700381231,50.6587799336809,1.2,91.65249573679371,91.74859482670227,2.9000000953674303,0.0,33.6377870564,1.2332980309154145,8.7552083333,20.3264812576,Trinidad and Tobago
Port of Spain,10.6667,-61.5167,37074.0,73.458,1.395,1.04,4.5675155871973425,0.9570000000000001,0.6567528190818774,-0.9813696391492576,76.22399999999999,100.5903453725697,1.094,43.218,12,90.75734173797741,91.37081077450468,64.60229955441432,64.6654204018158,0.9834871491509694,1.0024393848687099,78.19343658199014,104.61522636562592,69.19847061,42.0170628567708,19.1,43.022087143244974,8.586240017421854,3.9641652176902937,8.176702700381231,50.6587799336809,1.2,91.65249573679371,91.74859482670227,2.9000000953674303,0.0,33.6377870564,1.2332980309154145,8.7552083333,20.3264812576,Trinidad and Tobago
San Fernando,10.2833,-61.4667,55419.0,73.458,1.395,1.04,4.5675155871973425,0.9570000000000001,0.6567528190818774,-0.9813696391492576,76.22399999999999,100.5903453725697,1.094,43.218,12,90.75734173797741,91.37081077450468,64.60229955441432,64.6654204018158,0.9834871491509694,1.0024393848687099,78.19343658199014,104.61522636562592,69.19847061,42.0170628567708,19.1,43.022087143244974,8.586240017421854,3.9641652176902937,8.176702700381231,50.6587799336809,1.2,91.65249573679371,91.74859482670227,2.9000000953674303,0.0,33.6377870564,1.2332980309154145,8.7552083333,20.3264812576,Trinidad and Tobago
San Juan,10.65,-61.45,13797.0,73.458,1.395,1.04,4.5675155871973425,0.9570000000000001,0.6567528190818774,-0.9813696391492576,76.22399999999999,100.5903453725697,1.094,43.218,12,90.75734173797741,91.37081077450468,64.60229955441432,64.6654204018158,0.9834871491509694,1.0024393848687099,78.19343658199014,104.61522636562592,69.19847061,42.0170628567708,19.1,43.022087143244974,8.586240017421854,3.9641652176902937,8.176702700381231,50.6587799336809,1.2,91.65249573679371,91.74859482670227,2.9000000953674303,0.0,33.6377870564,1.2332980309154145,8.7552083333,20.3264812576,Trinidad and Tobago
Tunapuna,10.6333,-61.3833,17650.0,73.458,1.395,1.04,4.5675155871973425,0.9570000000000001,0.6567528190818774,-0.9813696391492576,76.22399999999999,100.5903453725697,1.094,43.218,12,90.75734173797741,91.37081077450468,64.60229955441432,64.6654204018158,0.9834871491509694,1.0024393848687099,78.19343658199014,104.61522636562592,69.19847061,42.0170628567708,19.1,43.022087143244974,8.586240017421854,3.9641652176902937,8.176702700381231,50.6587799336809,1.2,91.65249573679371,91.74859482670227,2.9000000953674303,0.0,33.6377870564,1.2332980309154145,8.7552083333,20.3264812576,Trinidad and Tobago
Chattogram,22.335,91.8325,2581643.0,43.98,163.046,1.05,0.528,110.228,0.332,-0.261,74.595,36.759,1.8769999999999998,20.656,11,92.7670211791992,74.51019287109379,31.2242698669434,30.9720401763916,1.07875001430511,1.12732005119324,48.4335708618164,113.142379760742,14.4,28.5413926642095,36.3,40.9532814025879,3.40352010726929,5.32596015930176,3.51985001564026,49.539376606908,0.1,98.4517822265625,106.99601745605499,3.4000000953674303,91.4427659588,2.1466406468,0.7,2.9233141434,5.7233394816,Bangladesh
Comilla,23.4704,91.17,389411.0,43.98,163.046,1.05,0.528,110.228,0.332,-0.261,74.595,36.759,1.8769999999999998,20.656,11,92.7670211791992,74.51019287109379,31.2242698669434,30.9720401763916,1.07875001430511,1.12732005119324,48.4335708618164,113.142379760742,14.4,28.5413926642095,36.3,40.9532814025879,3.40352010726929,5.32596015930176,3.51985001564026,49.539376606908,0.1,98.4517822265625,106.99601745605499,3.4000000953674303,91.4427659588,2.1466406468,0.7,2.9233141434,5.7233394816,Bangladesh
Dhaka,23.7161,90.3961,15443000.0,43.98,163.046,1.05,0.528,110.228,0.332,-0.261,74.595,36.759,1.8769999999999998,20.656,11,92.7670211791992,74.51019287109379,31.2242698669434,30.9720401763916,1.07875001430511,1.12732005119324,48.4335708618164,113.142379760742,14.4,28.5413926642095,36.3,40.9532814025879,3.40352010726929,5.32596015930176,3.51985001564026,49.539376606908,0.1,98.4517822265625,106.99601745605499,3.4000000953674303,91.4427659588,2.1466406468,0.7,2.9233141434,5.7233394816,Bangladesh
